title,popularity,release_date,vote_average,vote_count
Mickey's Once Upon a Christmas,29.187,1999-10-31,7.1,652
Lady and the Tramp,45.459,1955-06-22,7.122,5253
After,115.548,2019-04-11,7.121,8208
The Nice Guys,43.387,2016-05-15,7.1,7887
Buffalo '66,9.833,1998-01-20,7.121,916
Two Brothers,18.34,2004-04-07,7.1,819
Snow White and the Seven Dwarfs,65.897,1938-01-14,7.1,7389
The Siege of Jadotville,14.246,2016-09-19,7.12,869
Gangs of Wasseypur - Part 1,12.123,2012-06-22,7.1,361
The Emperor's Club,8.51,2002-11-22,7.12,379
Dead Ringers,9.514,1988-09-23,7.1,882
Shooter,57.777,2007-03-22,7.12,4898
Ophelia,12.42,2019-06-28,7.119,559
American Underdog,12.346,2021-12-25,7.118,343
Mary and The Witch's Flower,21.103,2017-07-08,7.1,782
Shaolin Soccer,52.936,2001-07-05,7.1,2236
Suspicion,10.447,1941-11-14,7.118,798
The Last Unicorn,16.852,1982-11-19,7.1,490
Metropolis,12.536,2001-05-26,7.1,463
Gremlins,47.557,1984-06-08,7.118,6329
The Ministry of Ungentlemanly Warfare,196.676,2024-04-18,7.1,1203
Two Distant Strangers,10.899,2020-11-20,7.1,443
The Lion King,147.557,2019-07-12,7.116,9991
Anomalisa,28.01,2015-12-30,7.1,1678
Santa Sangre,25.532,1989-11-24,7.1,435
John Q,20.606,2002-02-15,7.117,2380
Chicago,20.109,2002-12-10,7.1,2597
The Virgin Suicides,23.582,2000-04-21,7.118,3240
Finding Forrester,13.417,2000-12-21,7.1,1080
The Taming of the Scoundrel,17.903,1980-12-20,7.1,454
The Hunchback of Notre Dame,63.442,1996-06-21,7.116,4972
The Map of Tiny Perfect Things,11.203,2021-02-12,7.1,763
Kingdom of the Planet of the Apes,304.19,2024-05-08,7.115,3265
In a Better World,23.608,2010-08-26,7.1,403
The Dark Crystal,27.542,1982-12-17,7.115,1116
Magnum Force,28.424,1973-12-13,7.115,1051
Read My Lips,8.725,2001-10-17,7.112,322
Pi,19.305,1998-07-10,7.115,2214
The Disaster Artist,13.969,2017-03-12,7.114,3504
Paterson,15.025,2016-11-17,7.114,1864
St. Vincent,22.75,2014-10-09,7.114,1882
I'm Not Scared,7.707,2003-02-08,7.1,930
Remember Me,13.468,2010-03-11,7.1,3522
National Lampoon's Vacation,56.737,1983-07-29,7.114,1526
Love Actually,83.474,2003-09-07,7.1,6662
Fear Street: 1666,15.417,2021-07-14,7.113,1701
Sing,85.121,2016-11-23,7.113,7916
Calvary,12.464,2014-04-11,7.1,945
Little White Lies,9.154,2010-10-20,7.113,1545
What's Love Got to Do with It,10.65,1993-06-09,7.113,314
The Cat Returns,51.438,2002-07-19,7.1,2192
Stargate: The Ark of Truth,19.458,2008-03-11,7.116,489
Wonka,224.72,2023-12-06,7.112,3534
The Mad Women's Ball,15.901,2021-09-12,7.1,309
The Invisible Man,45.203,2020-02-26,7.111,5702
With Every Heartbeat,18.216,2011-07-29,7.112,343
Barbie in 'A Christmas Carol',27.277,2008-11-03,7.1,543
Welcome to the Dollhouse,8.962,1996-03-22,7.112,434
Take the Money and Run,11.499,1969-08-18,7.1,745
The Garfield Movie,295.156,2024-04-30,7.112,1111
The Fall Guy,116.881,2024-04-24,7.111,2408
Toc Toc,21.895,2017-09-01,7.1,1209
The Big Boss,22.553,1971-10-23,7.11,733
Lords of Dogtown,13.35,2005-06-03,7.1,743
Vicky and Her Mystery,10.134,2021-12-15,7.1,494
Bullhead,16.796,2011-02-02,7.1,339
Black Dynamite,13.611,2009-10-16,7.1,617
Hustle & Flow,13.194,2005-07-22,7.109,380
Who Am I?,21.033,1998-01-17,7.1,868
Before the Devil Knows You're Dead,20.516,2007-09-26,7.1,1479
A Hard Day,9.192,2014-05-29,7.1,439
Dead Man's Shoes,7.862,2004-09-29,7.1,531
Zabriskie Point,13.464,1970-03-26,7.1,389
The Forgotten Battle,35.925,2021-06-05,7.107,674
The Goddess of Fortune,4.889,2019-12-19,7.107,497
Snowden,20.187,2016-09-15,7.107,4306
Ruby Sparks,18.987,2012-07-25,7.107,1608
Barefoot in the Park,11.297,1967-05-25,7.1,560
Stargate: Continuum,13.744,2008-07-29,7.107,508
Matthias & Maxime,10.183,2019-10-09,7.1,464
Justice League: Gods and Monsters,14.598,2015-06-18,7.1,559
Five Easy Pieces,9.594,1970-09-12,7.1,517
Rang De Basanti,15.898,2006-01-26,7.1,440
Bitter Moon,24.292,1992-09-02,7.105,752
The Way,11.327,2010-09-10,7.104,572
Boy A,7.592,2007-10-28,7.1,445
The Exorcism of God,52.461,2022-03-11,7.1,1068
The First King,13.696,2019-01-31,7.103,1102
Thirst,16.018,2009-04-30,7.1,940
Pinocchio,55.99,1940-02-23,7.103,5824
Ariel,18.746,1988-10-21,7.1,336
Beanpole,6.833,2019-06-20,7.1,320
A Ghost Story,17.723,2017-04-24,7.1,2298
Maze Runner: The Death Cure,62.025,2018-01-10,7.101,7770
What Maisie Knew,7.738,2013-05-02,7.1,412
La Femme Nikita,22.173,1990-02-21,7.101,1911
Fahrenheit 451,12.005,1966-09-07,7.101,963
TÁR,29.459,2022-09-23,7.102,1232
The Half of It,11.858,2020-05-01,7.1,1487
Mamma Mia! Here We Go Again,52.165,2018-07-09,7.1,3331
Aladdin,55.702,2019-05-22,7.1,10015
Scooby-Doo and the Alien Invaders,20.618,2000-10-03,7.1,362
El Topo,12.546,1970-12-18,7.1,584
Sideways,14.97,2004-10-22,7.1,1647
Field of Dreams,21.347,1989-04-21,7.1,1483
Superman: Man of Tomorrow,10.928,2020-08-23,7.099,441
The Haunting,11.516,1963-08-21,7.1,624
Where the Heart Is,18.273,2000-04-27,7.1,684
Witness,18.839,1985-02-08,7.098,1653
Wallace & Gromit: The Curse of the Were-Rabbit,41.569,2005-09-15,7.1,2737
Bullets Over Broadway,12.582,1994-10-14,7.1,610
Top Secret!,17.064,1984-06-08,7.098,1164
Suicide Squad: Hell to Pay,17.998,2018-03-23,7.1,658
Adam's Rib,8.072,1949-11-18,7.1,303
One Piece: The Movie,28.248,2000-03-04,7.1,335
Once Upon a Deadpool,45.987,2018-12-11,7.1,780
Peter Rabbit 2: The Runaway,29.831,2021-03-25,7.096,802
Vacation Friends,30.815,2021-08-27,7.095,761
Angst,26.911,1983-01-01,7.095,349
Terms of Endearment,9.422,1983-11-20,7.095,751
The Creator,68.341,2023-09-27,7.094,3006
Starred Up,14.508,2014-03-21,7.1,929
Gia,21.664,1998-01-31,7.095,737
Black Panther: Wakanda Forever,100.351,2022-11-09,7.092,6513
Tokyo Ghoul,13.348,2017-07-16,7.1,354
Whatever Works,23.118,2009-06-19,7.093,1721
Maleficent,73.978,2014-05-28,7.092,13072
To Live and Die in L.A.,11.132,1985-11-01,7.095,644
Constantine,101.763,2005-02-08,7.093,7166
Honey Boy,10.037,2019-09-28,7.091,666
The Tale,13.369,2018-01-20,7.091,428
Mission: Impossible - Ghost Protocol,67.628,2011-12-07,7.091,9842
The Son's Room,9.843,2001-03-09,7.091,497
The Holiday,78.569,2006-12-08,7.091,5024
Notes on a Scandal,18.626,2006-12-25,7.1,887
The Poseidon Adventure,36.158,1972-12-01,7.1,881
Brother,13.13,2000-12-13,7.091,464
Children of the Sea,12.257,2019-06-07,7.09,304
Trash,17.548,2014-10-09,7.1,609
The Man from U.N.C.L.E.,48.541,2015-08-13,7.089,6304
Frenzy,17.417,1972-05-25,7.1,893
Ace of Aces,8.773,1982-10-27,7.089,319
The Life Aquatic with Steve Zissou,13.487,2004-12-10,7.089,2855
I Hate Summer,9.167,2020-01-30,7.1,922
The Zone of Interest,100.561,2023-12-15,7.1,1755
Concussion,17.468,2015-11-12,7.088,2527
Blue Is the Warmest Color,32.426,2013-10-09,7.1,4557
Naruto Shippuden the Movie: The Lost Tower,29.628,2010-07-31,7.09,465
Keith,9.881,2008-09-13,7.085,441
Immortal Beloved,10.585,1994-12-16,7.1,330
Kung Fu Panda 4,296.724,2024-03-02,7.086,2739
Paddington,49.715,2014-11-24,7.1,3688
The Producers,21.108,1968-03-18,7.1,768
NYAD,8.353,2023-10-18,7.086,441
Belfast,11.141,2021-11-12,7.086,1482
Don't Look Up,40.656,2021-12-08,7.086,8230
Triangle of Sadness,34.518,2022-09-18,7.086,2189
Searching for Bobby Fischer,13.947,1993-08-13,7.086,560
The Outfit,38.615,2022-02-25,7.085,1102
The Realm,7.706,2018-09-28,7.085,428
Breathe,9.363,2014-11-12,7.1,459
The Woman Next Door,8.662,1981-09-30,7.1,311
The Negotiator,18.349,1998-07-29,7.085,2061
Lorenzo's Oil,15.982,1992-12-30,7.085,528
Rocky IV,38.479,1985-11-21,7.085,4397
The Accountant,41.929,2016-10-13,7.084,6129
Strange Magic,17.566,2015-01-23,7.1,492
127 Hours,29.122,2010-11-12,7.084,7492
School of Rock,34.434,2003-10-03,7.084,5609
Garden State,29.088,2004-07-28,7.1,1822
Kingdom: Ashin of the North,27.534,2021-07-23,7.083,542
Love & Mercy,9.668,2015-05-29,7.083,661
The Next Three Days,20.86,2010-11-18,7.1,2838
I Confess,19.634,1953-02-13,7.1,439
High Heels,13.243,1991-10-23,7.1,409
November,9.353,2022-10-05,7.1,733
Despicable Me 4,774.308,2024-06-20,7.1,2273
22 July,28.004,2018-10-04,7.1,1177
Reality,10.803,2015-02-18,7.08,506
A Tale of Two Sisters,28.386,2003-06-13,7.1,1174
Drugstore Cowboy,14.911,1989-10-20,7.08,532
SLC Punk,22.544,1998-09-24,7.1,361
Ghost World,9.659,2001-07-20,7.079,1403
Rakka,21.697,2017-06-14,7.1,303
Fast X,257.422,2023-05-17,7.078,5599
True Lies,42.624,1994-07-15,7.1,4087
The Great Race,15.679,1965-07-01,7.1,314
The Getaway,15.425,1972-12-13,7.078,555
The Lost Boys,25.387,1987-07-31,7.078,2035
The Angry Birds Movie 2,78.638,2019-08-02,7.078,1698
Salyut-7,14.68,2017-09-22,7.077,454
An Officer and a Spy,10.175,2019-09-30,7.077,1485
The Light Between Oceans,18.028,2016-09-02,7.077,1344
Little Children,24.772,2006-10-06,7.077,999
Mean Streets,27.188,1973-10-14,7.1,2071
Hotel Transylvania: Transformania,101.986,2022-01-31,7.077,2765
Climax,23.424,2018-09-19,7.1,2083
Remember Sunday,24.319,2013-04-21,7.1,491
Ant-Man,45.253,2015-07-14,7.076,19707
The Professionals,21.624,1966-11-01,7.076,302
The Nightingale,13.046,2018-09-23,7.1,550
Kill Your Darlings,15.379,2013-10-16,7.075,1339
Pieta,9.724,2012-09-05,7.075,375
Phineas and Ferb The Movie: Across the 2nd Dimension,19.933,2011-08-05,7.075,550
"The Legend of Al, John and Jack",5.936,2002-12-13,7.1,1152
Miracle,11.142,2004-02-06,7.075,591
Akeelah and the Bee,14.998,2006-04-28,7.1,322
Dirty Rotten Scoundrels,26.437,1988-12-14,7.074,862
The Lovely Bones,57.019,2009-12-26,7.075,4582
Pirates of Silicon Valley,11.201,1999-05-10,7.1,530
"Good Night, and Good Luck.",17.779,2005-09-16,7.075,972
Starship Troopers,36.546,1997-11-07,7.1,4888
Bones and All,37.475,2022-11-18,7.072,1338
Batman: Death in the Family,18.052,2020-10-13,7.1,417
Dope,17.252,2015-06-19,7.074,1463
Cross of Iron,19.03,1977-01-29,7.1,410
The Kid with a Bike,16.409,2011-05-18,7.071,417
Ashes of Time,10.417,1994-09-17,7.1,330
The Phantom of the Opera,12.592,1925-09-22,7.1,343
WarGames,21.529,1983-06-03,7.074,1864
Whitney Houston: I Wanna Dance with Somebody,12.069,2022-12-20,7.072,438
F9,57.591,2021-05-19,7.072,7193
...And Justice for All,13.879,1979-10-19,7.071,508
The Hudsucker Proxy,12.198,1994-03-11,7.1,1042
Life as a House,20.62,2001-10-25,7.071,401
Sleep Tight,13.612,2011-10-14,7.1,1091
Dogtooth,16.491,2009-10-22,7.1,2298
Hoosiers,14.763,1986-11-14,7.069,500
The Leisure Seeker,28.568,2018-01-03,7.1,468
Escape from New York,18.547,1981-05-23,7.068,3127
if....,8.666,1968-12-19,7.067,363
Space Sweepers,21.742,2021-02-05,7.1,1023
Damsel,99.947,2024-03-07,7.064,2194
Barbie in A Mermaid Tale 2,27.998,2012-02-22,7.1,447
The King and I,13.031,1956-06-29,7.1,375
Theorem,9.555,1968-09-07,7.1,399
Traffic,43.145,2000-12-27,7.065,2144
Galaxy Quest,29.369,1999-12-25,7.1,2227
Natural Born Killers,23.531,1994-08-26,7.066,3391
The Hunger Games: The Ballad of Songbirds & Snakes,98.054,2023-11-15,7.065,2740
The Space Between Us,38.485,2017-01-26,7.1,2440
The Innocents,19.349,2016-02-10,7.1,401
Intolerance: Love's Struggle Throughout the Ages,9.004,1916-09-04,7.064,335
Ring,19.724,1998-01-31,7.064,1434
Don't Breathe 2,28.668,2021-08-12,7.063,2552
Crazy Rich Asians,59.008,2018-08-15,7.063,3620
Om Shanti Om,13.826,2007-11-07,7.1,352
From Russia with Love,43.674,1963-10-10,7.063,2966
M3GAN,56.643,2022-12-28,7.063,4036
The Wife,15.158,2018-08-02,7.1,1053
Quest for Fire,21.989,1981-12-16,7.1,501
The Keeper of Lost Causes,26.348,2013-10-03,7.1,732
Contempt,9.599,1963-10-29,7.1,830
The Dark Valley,8.375,2014-02-13,7.1,374
Easy Rider,35.381,1969-06-26,7.06,1951
The Courier,18.817,2020-01-24,7.059,1128
At the End of the Tunnel,11.877,2016-04-21,7.059,395
Jappeloup,6.151,2013-03-13,7.059,383
Mud,18.174,2013-04-26,7.059,2773
Lawless,20.182,2012-08-29,7.059,3051
The Girl Who Kicked the Hornet's Nest,16.128,2009-11-27,7.1,1335
Pump Up the Volume,7.505,1990-08-22,7.059,349
Elephant,21.462,2003-09-20,7.1,1880
The Northman,69.611,2022-04-07,7.1,4278
The Willoughbys,17.088,2020-04-22,7.058,902
Raw,26.685,2016-11-11,7.059,3175
Legend,68.576,2015-09-09,7.059,3854
Conviction,25.455,2010-10-15,7.058,590
Whale Rider,12.653,2003-01-30,7.1,395
Patriots Day,24.673,2016-12-12,7.056,2593
The Punisher: Dirty Laundry,9.998,2012-07-16,7.1,338
The Barbarian Invasions,9.082,2003-09-24,7.1,367
My Own Private Idaho,18.235,1991-02-01,7.1,1116
Raising Arizona,23.586,1987-03-13,7.056,2078
After We Fell,79.722,2021-09-01,7.054,2569
Superman/Shazam!: The Return of Black Adam,10.715,2010-11-16,7.1,1502
The Beguiled,8.651,1971-01-23,7.1,438
Radio Days,8.538,1987-01-30,7.055,567
Quo Vadis,16.44,1951-11-08,7.055,403
White Oleander,10.809,2002-10-11,7.055,374
The Bear,13.244,1988-10-21,7.055,475
Re-Animator,14.555,1985-10-18,7.1,1465
Brubaker,12.121,1980-06-20,7.1,457
Top Gun,69.991,1986-05-16,7.055,8566
The School for Good and Evil,45.482,2022-10-19,7.1,1229
Glass Onion: A Knives Out Mystery,61.789,2022-11-23,7.055,5532
High Strung,17.261,2016-04-08,7.1,905
Juno,33.023,2007-12-05,7.054,7138
The King's Daughter,14.977,2022-01-21,7.1,677
You Don't Know Jack,12.027,2010-06-27,7.1,385
Futurama: Into the Wild Green Yonder,11.546,2009-02-23,7.1,536
Jesus Christ Superstar,16.401,1973-08-15,7.1,547
"I'm a Cyborg, but That's OK",15.25,2006-12-07,7.1,511
The Addams Family,65.304,1991-11-22,7.052,4581
Rush Hour,68.032,1998-09-18,7.1,4939
Dawn of the Dead,58.324,2004-03-19,7.052,3993
The Matrix Reloaded,52.709,2003-05-15,7.1,10945
7 Prisoners,14.258,2021-10-22,7.1,343
Gallipoli,12.632,1981-08-13,7.1,470
Say Anything...,37.376,1989-04-14,7.1,985
Warriors of Future,34.641,2022-08-05,7.0,408
Crows Zero,11.271,2007-10-26,7.0,342
The Great Mouse Detective,18.682,1986-07-02,7.05,1638
Seabiscuit,28.816,2003-07-22,7.0,823
Bud Abbott and Lou Costello Meet Frankenstein,11.026,1948-06-15,7.0,304
Caché,13.152,2005-10-05,7.0,1091
Charlie and the Chocolate Factory,128.405,2005-07-13,7.0,15140
First Cow,15.217,2020-03-06,7.0,467
Disconnect,11.013,2013-04-12,7.049,1112
Love & Other Drugs,61.82,2010-11-04,7.049,5113
The Andromeda Strain,22.31,1971-03-12,7.049,690
Stomp the Yard,26.236,2007-05-16,7.049,455
The Cider House Rules,18.976,1999-12-17,7.049,1154
Scoob!,20.935,2020-07-08,7.048,1693
Secret Magic Control Agency,14.758,2021-03-18,7.047,358
Handsome Devil,9.851,2017-02-15,7.047,665
Death Note,19.006,2006-06-17,7.0,697
Armour of God,23.73,1986-08-16,7.0,549
The Lobster,27.017,2015-10-15,7.046,6196
Day of the Dead,13.984,1985-07-03,7.047,1222
Le Gendarme de Saint-Tropez,21.001,1964-09-08,7.046,849
SPY x FAMILY CODE: White,103.972,2023-12-22,7.042,459
Goodbye Christopher Robin,12.376,2017-09-29,7.0,826
First Man,32.248,2018-10-10,7.045,5227
The Absent One,10.896,2014-10-02,7.045,617
The End of the Tour,10.776,2015-07-31,7.045,547
Bring Me the Head of Alfredo Garcia,10.683,1974-08-01,7.0,357
Moby Dick,12.724,1956-06-27,7.0,411
The Assassination of Jesse James by the Coward Robert Ford,39.99,2007-09-20,7.045,2473
Live Flesh,12.894,1997-10-10,7.0,662
Ready or Not,73.237,2019-08-21,7.0,4529
Pokémon the Movie: I Choose You!,24.9,2017-07-15,7.0,622
The Seven Year Itch,19.334,1955-06-03,7.044,885
Enemy of the State,23.415,1998-11-20,7.045,3803
Equilibrium,28.621,2002-12-06,7.0,4504
Challengers,69.301,2024-04-18,7.0,1670
365 Days,35.342,2020-02-07,7.0,8982
The French Dispatch,23.843,2021-10-21,7.042,2575
Godzilla: Final Wars,14.421,2004-12-04,7.0,301
Tess,15.193,1979-10-06,7.0,334
The Other Zoey,45.294,2023-10-19,7.0,380
Rose Island,28.08,2020-12-09,7.0,1293
The Spacewalker,8.401,2017-04-06,7.0,309
Brain on Fire,14.707,2017-02-22,7.042,1361
A.I. Artificial Intelligence,56.81,2001-06-29,7.042,6120
Reign of the Supermen,10.866,2019-01-13,7.041,627
Blue Jay,6.161,2016-10-07,7.0,476
The Thirteenth Floor,23.096,1999-04-16,7.041,1308
Far from the Madding Crowd,11.536,2015-04-23,7.0,1023
Finding Dory,43.74,2016-06-16,7.04,12006
Monsters University,70.841,2013-06-19,7.04,10606
The Vikings,11.597,1958-06-11,7.04,314
Cinderella,81.153,1950-02-22,7.04,6697
Hocus Pocus,40.146,1993-07-16,7.039,3013
Face/Off,34.197,1997-06-27,7.04,5287
Marshland,9.849,2014-09-25,7.0,952
A Princess for Christmas,22.519,2011-12-03,7.039,396
Transamerica,10.6,2005-02-14,7.039,463
Superman/Batman: Public Enemies,11.693,2009-09-29,7.038,637
Naruto the Movie: Guardians of the Crescent Moon Kingdom,56.79,2006-08-05,7.038,442
Son of Batman,14.712,2014-05-13,7.037,1047
Creed II,50.807,2018-11-21,7.036,5404
The Wizards Return: Alex vs. Alex,17.166,2013-06-01,7.0,746
Horizon: An American Saga - Chapter 1,70.521,2024-06-26,7.035,369
Mortal Kombat,75.116,2021-04-07,7.034,5822
The Adam Project,38.433,2022-03-11,7.0,4336
Take Shelter,21.553,2011-09-30,7.034,1748
Kung Fu Panda 2,82.639,2011-05-25,7.0,7162
Real Steel,73.816,2011-09-28,7.034,8320
X2,3.853,2003-04-27,7.034,10093
The Magnificent One,19.207,1973-11-23,7.0,342
Luxo Jr.,8.421,1986-08-17,7.034,618
Gridiron Gang,23.617,2006-09-15,7.034,981
Howards End,12.061,1992-03-13,7.0,523
The Lake House,35.052,2006-06-16,7.0,2723
Malcolm & Marie,11.175,2021-01-29,7.0,1374
Barney's Version,11.203,2010-10-26,7.0,446
The Animal Kingdom,26.017,2023-10-04,7.0,695
The Shootist,13.192,1976-07-21,7.0,340
Thirteen Days,22.702,2000-12-25,7.0,740
Far from Heaven,13.761,2002-11-08,7.036,605
Cleopatra,35.59,1963-06-12,7.0,742
The Report,11.287,2019-09-12,7.033,1020
Death Note: The Last Name,13.931,2006-10-28,7.031,490
Bloodsport,35.79,1988-02-26,7.031,1850
The Three Burials of Melquiades Estrada,11.04,2005-11-17,7.031,577
Scream VI,85.415,2023-03-08,7.03,2625
The Invisibles,5.178,2019-01-09,7.0,362
The Darkest Minds,37.61,2018-07-25,7.0,2801
The Postman Always Rings Twice,9.32,1946-05-02,7.03,332
Gunfight at the O.K. Corral,21.945,1957-05-30,7.0,333
Salvador,8.693,1986-04-23,7.03,350
From Dusk Till Dawn,37.301,1996-01-19,7.03,5893
"20,000 Leagues Under the Sea",22.015,1954-12-23,7.031,879
The Duke,21.643,2021-07-23,7.029,310
Mary Shelley,11.584,2017-08-06,7.029,982
Starstruck,30.447,2010-02-14,7.0,1180
The Killing of a Sacred Deer,23.734,2017-10-20,7.028,3971
The Last Detail,8.14,1973-12-11,7.028,357
Bedknobs and Broomsticks,20.862,1971-10-07,7.0,950
Fright Night,21.618,1985-08-02,7.0,1367
American Graffiti,20.406,1973-08-11,7.0,1421
Point Blank,10.282,1967-08-30,7.0,375
Amistad,5.18,1997-12-10,7.0,1280
A River Runs Through It,22.221,1992-10-09,7.0,1065
Pieces of a Woman,28.004,2020-12-30,7.026,1208
AINBO: Spirit of the Amazon,14.795,2021-02-09,7.0,430
Uri: The Surgical Strike,58.24,2019-01-11,7.026,426
Boy Erased,22.922,2018-09-24,7.026,1387
Knick Knack,8.224,1989-11-23,7.026,564
Compartment No. 6,12.093,2021-10-29,7.025,379
The Last Black Man in San Francisco,13.506,2019-06-07,7.025,319
Chasing Mavericks,11.88,2012-10-25,7.0,555
The Rainmaker,31.688,1997-11-18,7.0,1273
The Gods Must Be Crazy II,21.856,1989-07-01,7.0,475
The Birdcage,22.052,1996-03-08,7.025,1138
Red Dragon,7.718,2002-10-02,7.025,4246
And Then There Were None,10.991,1945-10-31,7.025,364
Emma.,27.306,2020-02-13,7.024,1729
Vice,14.619,2018-12-25,7.0,3319
Booksmart,21.561,2019-05-24,7.023,2604
Soul Surfer,18.069,2011-04-08,7.0,1175
Ghajini,11.518,2008-12-25,7.023,393
The Lover,28.352,1992-01-22,7.0,675
The House,19.5,2022-01-14,7.0,1018
PAW Patrol: The Mighty Movie,94.187,2023-09-21,7.0,457
Ip Man 3,25.75,2015-12-24,7.0,1731
Nerve,24.154,2016-06-27,7.0,6768
The SpongeBob SquarePants Movie,68.877,2004-11-19,7.022,2880
The Enforcer,21.823,2022-09-22,7.0,389
A Fantastic Woman,6.929,2017-04-06,7.021,685
Radiofreccia,10.016,1998-10-16,7.0,335
The Accused,30.622,1988-10-14,7.021,593
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,74.254,1996-01-12,7.021,1316
Before the Fall,40.45,2004-07-04,7.0,313
Ladyhawke,31.973,1985-03-27,7.021,1131
Eye in the Sky,31.919,2015-09-07,7.02,1562
Brave,61.537,2012-06-21,7.0,13338
Arlington Road,23.608,1999-03-19,7.0,1071
Martin Eden,6.924,2019-09-04,7.019,657
The Invisible Witness,9.499,2018-12-13,7.019,321
Wild,15.313,2014-12-05,7.019,2465
In the Loop,19.925,2009-01-22,7.0,670
A Good Person,18.708,2023-03-23,7.0,341
Love at Second Sight,15.992,2019-01-18,7.02,782
The Dead Zone,12.203,1983-10-21,7.017,1620
One Night in Miami...,9.209,2020-12-25,7.017,637
A Fall from Grace,21.102,2020-01-17,7.017,921
Double Trouble,15.48,1984-10-19,7.0,515
Holidate,35.507,2020-10-27,7.014,2179
Truman,9.905,2015-09-24,7.0,365
Bad Lieutenant,23.285,1992-11-20,7.016,855
Atlantis: The Lost Empire,36.8,2001-06-02,7.016,4730
April and the Extraordinary World,12.354,2015-11-04,7.0,324
Suck Me Shakespeer,14.31,2013-11-07,7.017,1648
Le Havre,7.862,2011-09-08,7.015,421
The Legendary Giulia and Other Miracles,5.489,2015-02-19,7.0,501
The Towering Inferno,17.167,1974-12-14,7.0,924
Benny & Joon,11.229,1993-04-16,7.0,747
Lethal Weapon 2,32.862,1989-07-07,7.014,3359
Meet Me in St. Louis,17.089,1944-11-28,7.0,368
Willow,32.481,1988-05-20,7.014,1914
Groot's First Steps,28.83,2022-08-10,7.0,338
"Extremely Wicked, Shockingly Evil and Vile",50.665,2019-05-02,7.013,3330
Husbands and Wives,12.471,1992-09-18,7.0,448
High Sierra,17.486,1941-01-23,7.0,315
Lone Star,11.131,1996-06-21,7.0,355
Love in the Afternoon,12.56,1957-05-29,7.0,301
Saltburn,37.263,2023-11-16,7.012,2293
Don't Breathe,32.303,2016-06-08,7.0,7402
But I'm a Cheerleader,21.46,2000-07-07,7.0,672
Manhunter,1.12,1986-08-14,7.014,1338
Wild at Heart,18.153,1990-08-17,7.0,1609
The Simpsons Movie,97.373,2007-07-25,7.012,7970
Planet Hulk,14.167,2010-02-02,7.0,479
The Proposition,11.048,2005-10-06,7.011,626
Rounders,19.678,1998-09-11,7.0,1715
The Great Train Robbery,12.622,1903-12-07,7.016,615
Born on the Fourth of July,20.105,1989-12-20,7.01,1677
While You Were Sleeping,37.905,1995-04-21,7.0,1771
The Medium,39.921,2021-07-14,7.0,630
My Neighbors the Yamadas,16.117,1999-07-17,7.01,527
